longitude,latitude,altitude,speed,course,date,time,satellites,temperatura,umidade
-43.191730,-22.943426,349.1,0.0,0.0,130225,13155500,5,0.00,0
-43.191726,-22.943466,340.2,1.0,188.5,130225,13160000,5,27.60,57
-43.191711,-22.943464,341.2,0.4,247.9,130225,13160600,4,24.80,64
-43.191707,-22.943447,343.8,0.5,304.6,130225,13161100,5,24.80,65
-43.191699,-22.943452,340.9,0.2,36.2,130225,13161600,5,25.30,66
-43.191642,-22.943466,336.3,2.6,81.5,130225,13162200,5,25.30,66
-43.191398,-22.943393,337.9,15.8,75.5,130225,13162700,5,25.30,66
-43.191116,-22.943361,341.5,7.5,94.8,130225,13163200,5,25.30,66
-43.190994,-22.943319,345.1,4.1,105.9,130225,13163800,5,25.80,66
-43.191051,-22.943107,347.8,3.4,33.9,130225,13164300,5,25.80,67
-43.191085,-22.942901,349.7,3.9,0.3,130225,13164800,5,25.80,67
-43.191394,-22.941900,359.6,16.2,347.8,130225,13165400,4,26.20,66
-43.191524,-22.941606,357.9,16.8,305.5,130225,13165900,5,26.20,66
-43.191738,-22.941394,357.9,13.1,317.9,130225,13170400,5,26.20,65
-43.191688,-22.941167,357.0,8.7,4.6,130225,13171000,4,26.20,64
-43.191436,-22.941082,358.3,14.0,80.4,130225,13171500,4,26.20,63
-43.191074,-22.940738,365.2,15.7,48.7,130225,13172100,4,26.20,62
-43.191101,-22.940303,366.8,17.7,355.5,130225,13172600,5,26.20,62
-43.191154,-22.939863,368.8,20.1,355.8,130225,13173100,5,26.20,61
-43.191249,-22.939281,374.0,18.9,357.0,130225,13173700,5,26.20,61
-43.191337,-22.939025,379.9,10.3,342.6,130225,13174200,5,26.20,60
-43.191246,-22.938940,384.5,4.0,324.5,130225,13174700,5,26.20,60
-43.191055,-22.938907,388.8,0.7,330.6,130225,13175300,5,26.20,59
-43.190986,-22.938856,392.4,1.8,330.6,130225,13175800,5,26.20,59
-43.191013,-22.938810,391.7,0.0,330.6,130225,13180300,5,26.20,59
-43.190967,-22.938804,390.1,0.1,330.6,130225,13180900,5,26.20,59
-43.190929,-22.938800,390.7,1.1,330.6,130225,13181400,5,26.20,59
-43.190876,-22.938791,392.4,2.3,109.6,130225,13181900,5,26.20,59
-43.190937,-22.938709,376.6,1.3,109.6,130225,13182500,6,26.20,59
-43.190944,-22.938640,351.0,0.0,109.6,130225,13183000,6,26.20,59
-43.190952,-22.938592,324.1,0.0,109.6,130225,13183600,6,26.20,59
-43.190959,-22.938573,312.3,0.0,109.6,130225,13184100,6,26.20,59
-43.190975,-22.938579,300.5,0.1,109.6,130225,13184600,6,26.20,59
-43.191024,-22.938571,291.0,0.8,109.6,130225,13185200,6,26.20,59
-43.191036,-22.938545,286.7,0.7,109.6,130225,13185700,6,26.20,59
-43.191089,-22.938444,285.4,3.7,299.1,130225,13190200,6,26.20,60
-43.191146,-22.938489,284.8,1.8,288.8,130225,13190800,6,26.20,60
-43.191173,-22.938505,277.2,0.0,288.8,130225,13191300,6,26.20,60
-43.191173,-22.938505,277.2,0.0,288.8,130225,13191800,6,26.20,60
-43.191207,-22.938510,275.6,0.4,288.8,130225,13192400,6,26.20,59
-43.191436,-22.938545,274.9,9.6,261.6,130225,13192900,6,26.20,59
-43.191619,-22.938554,278.2,5.0,272.5,130225,13193400,5,26.20,59
-43.191677,-22.938543,283.8,0.1,288.4,130225,13194000,5,26.20,59
-43.191680,-22.938537,283.5,0.0,288.4,130225,13194600,5,26.20,59
-43.191680,-22.938537,283.5,0.0,288.4,130225,13195100,6,26.20,59
-43.191726,-22.938547,287.1,7.0,251.3,130225,13195600,5,26.20,58
-43.192096,-22.938589,309.1,16.9,257.6,130225,13200200,5,26.20,58
