longitude,latitude,altitude,speed,course,date,time,satellites,temperatura,umidade
-43.245559,-22.932792,315.6,0.0,0.0,200225,9562500,6,0.00,0
-43.245754,-22.933193,104.7,1.1,279.6,200225,9563000,6,31.80,66
-43.245639,-22.932407,344.2,1.2,7.4,200225,9563500,6,28.50,71
-43.244888,-22.932138,135.8,0.7,231.9,200225,9564100,6,28.50,71
-43.244953,-22.932170,124.3,5.1,48.6,200225,9564600,6,28.50,71
-43.245632,-22.932395,441.6,1.0,100.2,200225,9565100,5,28.50,71
-43.245498,-22.932411,461.9,1.8,106.9,200225,9565700,5,28.50,71
-43.245552,-22.932424,467.2,0.5,142.6,200225,9570200,6,28.50,71
-43.245574,-22.932460,465.2,0.8,171.2,200225,9570800,6,28.50,71
-43.245491,-22.932573,471.5,10.8,143.3,200225,9571300,6,28.50,71
-43.245548,-22.932970,398.3,11.7,158.1,200225,9571800,6,28.50,71
-43.245548,-22.933422,280.5,8.8,150.1,200225,9572400,6,28.50,71
-43.245372,-22.933603,291.3,11.3,140.8,200225,9572900,6,28.50,72
-43.245269,-22.933803,294.0,4.9,162.0,200225,9573500,6,28.50,72
-43.245231,-22.933853,278.9,0.7,180.5,200225,9574000,6,28.50,72
-43.245235,-22.933839,279.5,0.4,180.5,200225,9574500,6,28.50,72
-43.245231,-22.933826,278.5,0.0,180.5,200225,9575100,6,28.50,72
-43.245231,-22.933826,278.5,0.0,180.5,200225,9575600,6,28.50,72
-43.245491,-22.933538,251.0,0.0,180.5,200225,9580100,7,28.50,72
-43.245437,-22.933576,171.9,11.6,68.3,200225,9580700,7,28.50,72
-43.245223,-22.933479,160.1,13.0,54.7,200225,9581200,7,28.90,72
-43.244815,-22.933294,160.1,18.6,56.8,200225,9581800,7,28.50,72
-43.244419,-22.933092,150.3,18.9,58.4,200225,9582300,7,28.50,72
-43.244075,-22.932888,156.2,17.8,60.2,200225,9582800,7,28.80,72
-43.243606,-22.932645,149.3,17.9,58.1,200225,9583400,7,28.90,72
-43.243293,-22.932445,141.1,18.0,58.0,200225,9583900,7,28.90,72
-43.242923,-22.932249,134.8,13.5,48.7,200225,9584500,7,28.90,72
-43.242725,-22.932016,123.4,16.1,33.7,200225,9585000,7,28.90,72
-43.242584,-22.931713,116.8,15.8,25.1,200225,9585500,7,28.90,72
-43.242378,-22.931344,114.2,17.0,27.2,200225,9590100,7,28.90,72
-43.242198,-22.930984,113.2,15.9,49.6,200225,9590600,7,29.30,72
-43.241928,-22.931053,117.8,13.0,161.4,200225,9591100,7,29.30,72
-43.241767,-22.931350,124.7,12.9,156.9,200225,9591700,6,29.30,72
-43.241630,-22.931613,130.6,13.8,154.7,200225,9592200,6,29.30,72
-43.241535,-22.931911,140.7,13.8,147.3,200225,9592700,6,29.30,72
-43.241329,-22.932149,152.9,11.5,148.5,200225,9593300,6,29.10,72
