longitude,latitude,altitude,speed,course,date,time,satellites,temperatura,umidade
-43.377979,-23.001354,-53.5,0.0,0.0,101025,11080000,4,0.00,0
-43.377983,-23.001411,-59.4,0.7,93.7,101025,11080500,4,24.10,78
-43.378002,-23.001419,-61.4,0.3,83.4,101025,11081000,4,22.20,73
-43.377998,-23.001445,-61.0,0.6,122.7,101025,11081600,4,22.20,74
-43.377975,-23.001480,-58.4,0.3,152.6,101025,11082100,4,22.20,74
-43.377960,-23.001514,-56.8,0.5,161.9,101025,11082600,4,22.50,74
-43.379058,-23.000635,110.9,0.9,68.5,101025,11083200,5,22.60,74
-43.378997,-23.000631,78.1,1.9,71.5,101025,11083700,5,22.60,74
-43.378864,-23.000606,110.6,10.3,74.0,101025,11084200,5,22.60,73
-43.378387,-23.000616,113.5,19.4,90.3,101025,11084800,5,22.60,73
-43.377956,-23.000667,111.5,17.2,97.0,101025,11085300,5,22.60,73
-43.377693,-23.000669,99.1,8.1,88.2,101025,11085800,5,22.60,73
-43.377483,-23.000654,92.5,8.4,85.2,101025,11090400,5,22.60,73
-43.377254,-23.000642,90.9,10.3,86.5,101025,11090900,5,22.60,73
-43.377052,-23.000638,80.1,6.7,91.6,101025,11091500,5,22.60,73
-43.376792,-23.000623,72.8,13.6,82.3,101025,11092000,5,22.60,73
-43.376403,-23.000652,61.0,18.0,89.8,101025,11092500,6,22.60,73
-43.375846,-23.000646,48.2,21.7,88.3,101025,11093100,5,22.60,73
-43.375331,-23.000644,38.1,25.0,90.5,101025,11093600,6,22.60,73
-43.374702,-23.000625,26.6,29.1,88.1,101025,11094100,6,22.60,73
-43.373825,-23.000576,13.1,33.9,88.0,101025,11094700,6,22.60,73
-43.372985,-23.000585,4.9,37.0,89.5,101025,11095200,6,22.60,73
-43.372177,-23.000581,10.5,36.2,89.7,101025,11095700,6,22.60,72
-43.371192,-23.000560,16.7,37.9,88.5,101025,11100300,6,22.60,72
-43.370395,-23.000547,22.0,36.1,89.0,101025,11100800,6,22.60,72
-43.369628,-23.000587,27.2,34.1,98.9,101025,11101300,6,22.60,72
-43.368888,-23.000831,32.8,28.7,114.6,101025,11101900,6,22.60,72
-43.368568,-23.001024,37.1,15.9,125.8,101025,11102400,6,22.70,72
-43.368309,-23.001213,44.0,13.4,129.0,101025,11103000,6,22.70,72
-43.368068,-23.001478,46.6,17.4,134.3,101025,11103500,6,22.70,72
-43.367778,-23.001781,47.6,22.2,136.1,101025,11104000,6,22.70,72
-43.367282,-23.002241,46.6,28.3,135.3,101025,11104600,6,22.70,71
-43.366836,-23.002637,50.2,28.2,133.5,101025,11105100,6,22.70,71
-43.366218,-23.002923,42.0,26.2,100.1,101025,11105600,6,22.70,71
-43.365608,-23.002853,40.7,19.3,70.6,101025,11110200,6,22.70,71
-43.365318,-23.002685,44.9,15.8,49.9,101025,11110700,6,22.70,70
-43.365070,-23.002479,53.5,15.5,46.0,101025,11111200,6,22.70,70
-43.364776,-23.002206,65.3,18.0,49.3,101025,11111800,6,22.60,69
-43.364475,-23.001928,72.2,21.0,46.9,101025,11112300,6,22.60,69
-43.364112,-23.001615,80.4,23.1,47.8,101025,11112800,6,22.60,69
-43.363613,-23.001184,91.9,27.1,49.3,101025,11113400,6,22.60,69
-43.363124,-23.000789,101.7,31.2,52.8,101025,11113900,6,22.60,69
-43.362415,-23.000505,105.6,28.7,70.4,101025,11114500,6,22.60,69
-43.361946,-23.000396,105.6,16.8,78.1,101025,11115000,6,22.60,69
-43.361598,-23.000347,106.6,16.6,83.7,101025,11115500,6,22.60,69
-43.361080,-23.000274,108.3,24.0,84.5,101025,11120100,6,22.60,69
-43.360523,-23.000232,109.6,26.8,87.4,101025,11120600,6,22.60,69
-43.359863,-23.000247,110.9,33.5,95.1,101025,11121100,6,22.60,69
-43.358833,-23.000288,109.6,38.2,91.3,101025,11121700,6,22.60,69
-43.358097,-23.000308,110.9,31.3,92.3,101025,11122200,6,22.60,69
-43.357498,-23.000333,113.8,25.6,89.9,101025,11122700,6,22.60,69
-43.356964,-23.000368,118.4,16.8,101.2,101025,11123300,6,22.60,69
-43.356864,-23.000411,117.1,2.9,121.1,101025,11123800,6,22.60,69
-43.356857,-23.000425,121.7,2.9,102.1,101025,11124300,6,22.60,69
-43.356731,-23.000421,126.6,8.1,89.6,101025,11124900,6,23.00,70
-43.356468,-23.000406,134.2,15.3,85.3,101025,11125400,6,23.00,70
-43.356033,-23.000392,135.8,16.9,89.8,101025,11130000,7,23.00,71
-43.355728,-23.000419,129.9,8.9,99.0,101025,11130500,7,23.00,71
-43.355625,-23.000446,128.6,4.5,100.1,101025,11131000,7,23.00,71
-43.355560,-23.000471,135.5,1.6,109.7,101025,11131600,7,23.00,72
-43.355556,-23.000469,138.5,0.0,109.7,101025,11132100,7,23.00,72
-43.355564,-23.000476,138.8,0.0,109.7,101025,11132600,7,23.00,72
-43.355571,-23.000484,139.4,0.0,109.7,101025,11133200,7,23.00,72
-43.355564,-23.000482,139.4,0.0,109.7,101025,11133700,7,23.00,72
-43.355319,-23.000532,132.5,9.5,91.7,101025,11134200,7,23.00,73
