longitude,latitude,altitude,speed,course,date,time,satellites,temperatura,umidade
-43.181533,-22.904371,754.9,0.0,0.0,151025,16462200,5,0.00,0
-43.181545,-22.904458,734.3,4.2,279.7,151025,16462700,5,28.90,68
-43.181606,-22.904518,652.9,1.9,203.9,151025,16463300,5,28.00,68
-43.181674,-22.904581,740.5,1.8,244.4,151025,16463800,5,28.00,68
-43.181785,-22.904489,860.9,2.0,246.4,151025,16464300,5,28.00,68
-43.181793,-22.904508,842.8,1.3,241.9,151025,16464900,5,28.00,68
-43.181838,-22.904514,835.0,1.4,258.3,151025,16465400,5,28.00,68
-43.181873,-22.904548,817.3,1.4,236.3,151025,16465900,6,28.00,68
-43.181922,-22.904592,790.0,1.4,228.0,151025,16470500,6,28.00,68
-43.181907,-22.904603,764.1,0.7,204.7,151025,16471000,6,27.60,69
-43.181865,-22.904588,748.0,0.7,115.6,151025,16471500,6,27.60,69
-43.181995,-22.904312,380.9,1.0,81.0,151025,16472100,5,27.60,69
-43.181999,-22.904239,286.1,1.2,69.6,151025,16472600,6,27.60,69
-43.182010,-22.904289,269.7,0.9,111.0,151025,16473100,5,27.60,69
-43.182033,-22.904407,249.3,1.7,159.3,151025,16473700,5,27.60,69
-43.182025,-22.904514,235.6,2.4,164.8,151025,16474200,5,27.10,69
-43.182003,-22.904663,221.8,3.2,165.9,151025,16474800,5,27.10,69
-43.181980,-22.904771,213.9,3.6,164.6,151025,16475300,6,27.10,69
-43.181915,-22.904829,155.8,3.2,156.7,151025,16475800,6,27.10,69
-43.181873,-22.904855,149.0,1.5,105.7,151025,16480400,5,27.10,69
-43.181835,-22.904869,131.2,1.5,118.3,151025,16480900,5,27.10,69
-43.181858,-22.904865,111.2,1.2,107.8,151025,16481400,5,27.10,70
-43.181884,-22.904951,67.6,2.8,126.4,151025,16482000,6,27.10,70
-43.181888,-22.905033,38.1,3.9,111.5,151025,16482500,6,27.10,70
-43.181896,-22.905101,18.7,1.9,155.1,151025,16483000,6,27.10,70
-43.181877,-22.905158,12.8,0.7,212.5,151025,16483600,6,27.10,70
-43.181846,-22.905282,59.4,0.7,170.6,151025,16484100,6,27.10,70
-43.181812,-22.905279,65.9,0.8,42.0,151025,16484600,6,27.10,70
-43.181743,-22.905305,65.6,1.7,112.1,151025,16485200,6,27.10,70
-43.181667,-22.905328,63.3,2.2,86.0,151025,16485700,6,26.80,71
-43.181594,-22.905307,63.3,2.4,74.8,151025,16490300,6,26.70,71
-43.181472,-22.905298,69.2,1.6,86.5,151025,16490800,6,26.70,71
-43.181419,-22.905260,70.9,1.1,86.3,151025,16491300,5,26.70,71
-43.181274,-22.905342,60.0,2.5,121.1,151025,16491900,6,26.70,71
-43.181163,-22.905433,59.7,3.2,126.5,151025,16492400,6,26.70,71
-43.180992,-22.905418,74.1,2.3,82.4,151025,16493000,6,26.20,71
-43.180889,-22.905405,84.3,3.3,64.5,151025,16493500,6,26.20,71
-43.180889,-22.905284,90.6,2.2,16.1,151025,16494000,6,26.20,71
-43.180751,-22.905424,110.6,0.5,163.8,151025,16494600,6,26.20,71
-43.180702,-22.905435,118.1,0.4,121.0,151025,16495100,6,26.20,72
-43.180675,-22.905447,122.7,0.5,101.4,151025,16495600,6,25.80,72
-43.180660,-22.905452,142.4,0.5,185.6,151025,16500200,6,25.80,72
-43.180496,-22.905464,148.3,1.7,80.1,151025,16500700,6,25.80,72
-43.180377,-22.905456,159.1,2.9,57.6,151025,16501300,7,26.20,72
-43.180313,-22.905378,182.7,0.6,293.4,151025,16501800,7,26.20,73
-43.180343,-22.905357,186.7,0.6,351.7,151025,16502300,7,26.20,73
-43.180320,-22.905349,193.6,0.4,335.6,151025,16502900,6,26.20,73
-43.180316,-22.905336,197.5,0.3,319.1,151025,16503400,7,25.80,73
-43.180313,-22.905347,207.0,1.4,342.4,151025,16503900,7,25.80,73
-43.180473,-22.905220,238.8,3.7,316.6,151025,16504500,7,25.80,73
-43.180587,-22.905141,247.4,3.7,312.9,151025,16505000,7,25.80,73
-43.180683,-22.905044,256.2,4.1,318.7,151025,16505500,6,26.20,73
-43.180755,-22.904928,267.1,3.6,333.7,151025,16510100,5,26.20,73
-43.180500,-22.904624,255.6,1.2,27.3,151025,16510600,5,26.20,73
-43.180450,-22.904527,259.5,1.3,31.7,151025,16511100,5,26.20,73
-43.180755,-22.904382,258.9,2.8,1.4,151025,16511700,6,26.30,73
-43.180828,-22.904350,256.9,2.4,298.2,151025,16512200,6,26.70,73
-43.180881,-22.904302,256.6,2.9,338.5,151025,16512800,6,26.70,73
-43.180892,-22.904251,254.6,1.5,16.1,151025,16513300,6,26.70,73
-43.180927,-22.904176,251.6,2.4,358.1,151025,16513800,6,26.70,73
-43.180976,-22.904104,251.0,2.4,14.3,151025,16514400,6,27.10,73
-43.181030,-22.904045,251.6,2.4,9.5,151025,16514900,6,27.10,72
-43.181083,-22.904039,251.6,0.1,185.5,151025,16515400,6,27.10,72
-43.181102,-22.904037,250.7,1.2,177.5,151025,16520000,6,27.10,72
-43.181072,-22.903957,253.0,1.9,48.2,151025,16520500,5,27.10,72
-43.181110,-22.903953,250.7,1.3,151.3,151025,16521000,5,27.10,71
-43.181194,-22.903993,248.7,0.8,184.6,151025,16521600,5,27.10,71
-43.181205,-22.904033,248.7,1.9,161.8,151025,16522100,5,27.10,71
-43.181194,-22.904104,249.3,2.2,166.1,151025,16522700,4,27.10,71
-43.181179,-22.904146,249.7,1.9,162.1,151025,16523200,4,27.10,71
-43.181198,-22.904077,251.0,1.3,210.4,151025,16523800,4,27.10,71
-43.181201,-22.903957,252.0,1.4,260.0,151025,16524300,4,27.10,71
-43.181224,-22.903930,253.0,0.9,205.6,151025,16524800,4,27.10,71
-43.181201,-22.903928,253.3,0.3,195.3,151025,16525400,5,27.10,71
-43.181232,-22.903974,253.3,1.2,244.4,151025,16525900,5,27.20,71
-43.181301,-22.903984,253.9,2.7,275.6,151025,16530400,5,27.60,71
-43.181392,-22.903919,254.6,2.8,315.8,151025,16531000,5,27.60,71
-43.181427,-22.903898,254.6,1.2,321.4,151025,16531500,5,27.60,71
-43.181442,-22.903863,254.9,2.2,351.9,151025,16532000,5,27.60,71
-43.181476,-22.903814,254.9,2.3,334.2,151025,16532600,5,27.60,71
-43.181476,-22.903749,255.2,2.6,343.0,151025,16533100,5,27.60,71
-43.181468,-22.903726,255.9,0.7,53.2,151025,16533600,5,27.80,71
-43.181480,-22.903690,256.2,1.4,0.9,151025,16534200,5,28.00,70
-43.181491,-22.903640,257.5,2.4,14.6,151025,16534700,5,28.00,69
-43.181495,-22.903600,259.2,1.1,356.2,151025,16535300,5,28.00,69
-43.181507,-22.903602,258.9,0.7,264.4,151025,16535800,5,28.00,69
-43.181507,-22.903619,258.9,1.3,171.6,151025,16540300,5,28.00,69
-43.181507,-22.903625,258.9,0.8,264.8,151025,16540900,5,28.00,69
-43.181510,-22.903631,258.5,0.3,174.1,151025,16541400,5,28.00,69
-43.181491,-22.903596,259.2,1.5,19.6,151025,16541900,5,28.00,68
