longitude,latitude,altitude,speed,course,date,time,satellites,temperatura,umidade
-43.231346,-22.979471,-68.6,0.0,0.0,171025,15402300,6,0.00,0
-43.231410,-22.979257,12.5,0.4,294.7,171025,15402800,6,0.00,0
-43.231365,-22.979454,-5.9,0.2,136.0,171025,15403300,7,0.00,0
-43.231327,-22.979475,-86.3,0.5,140.6,171025,15403900,7,0.00,0
-43.231323,-22.979375,49.2,0.5,133.8,171025,15404400,7,0.00,0
-43.231292,-22.979309,166.0,1.2,93.8,171025,15405000,7,0.00,0
-43.231288,-22.979295,180.8,0.5,77.7,171025,15405500,7,0.00,0
-43.231281,-22.979295,182.4,0.2,100.1,171025,15410000,7,0.00,0
-43.231277,-22.979293,182.4,0.3,60.4,171025,15410600,7,0.00,0
-43.231273,-22.979293,182.4,0.2,74.2,171025,15411100,7,0.00,0
-43.231269,-22.979293,182.1,0.4,113.5,171025,15411600,7,0.00,0
-43.231262,-22.979293,181.8,0.1,315.6,171025,15412200,7,0.00,0
-43.231269,-22.979295,181.4,0.3,253.2,171025,15412700,7,0.00,0
-43.231269,-22.979295,181.1,0.3,133.5,171025,15413200,7,0.00,0
-43.231262,-22.979299,179.5,0.2,84.0,171025,15413800,7,0.00,0
-43.231262,-22.979295,179.5,0.2,142.0,171025,15414300,7,0.00,0
-43.231258,-22.979295,179.5,0.4,95.8,171025,15414800,7,0.00,0
-43.231250,-22.979295,179.5,0.2,349.6,171025,15415400,8,0.00,0
-43.231250,-22.979295,179.5,0.1,282.9,171025,15415900,8,0.00,0
-43.231254,-22.979295,179.5,0.4,259.1,171025,15420500,8,0.00,0
-43.231262,-22.979297,179.5,0.1,288.7,171025,15421000,8,0.00,0
-43.231266,-22.979297,179.5,0.1,355.8,171025,15421500,8,0.00,0
-43.231269,-22.979295,179.5,0.1,49.6,171025,15422100,8,0.00,0
-43.231262,-22.979295,179.5,0.1,62.0,171025,15422600,8,0.00,0
-43.231266,-22.979295,179.5,0.4,296.7,171025,15423100,8,0.00,0
-43.231266,-22.979295,179.5,0.3,203.0,171025,15423700,8,0.00,0
-43.231266,-22.979297,179.5,0.2,343.1,171025,15424200,8,0.00,0
-43.231269,-22.979291,179.5,0.2,27.3,171025,15424700,8,0.00,0
-43.231273,-22.979291,179.5,0.1,227.3,171025,15425300,8,0.00,0
-43.231277,-22.979288,179.5,0.3,63.5,171025,15425800,7,0.00,0
-43.231277,-22.979286,179.5,0.3,311.9,171025,15430300,7,0.00,0
-43.231277,-22.979282,179.5,0.0,155.5,171025,15430900,7,0.00,0
-43.231281,-22.979278,179.5,0.1,247.3,171025,15431400,7,0.00,0
-43.231285,-22.979280,179.5,0.1,271.4,171025,15432000,7,0.00,0
-43.231281,-22.979278,179.5,0.1,60.3,171025,15432500,7,0.00,0
-43.231285,-22.979280,179.5,0.4,208.8,171025,15433000,7,0.00,0
-43.231269,-22.979274,179.1,1.6,72.2,171025,15433600,7,0.00,0
-43.231136,-22.979249,176.8,10.4,85.3,171025,15434100,7,0.00,0
-43.230934,-22.979238,170.9,7.1,92.7,171025,15434600,8,0.00,0
-43.230781,-22.979217,166.7,5.1,73.3,171025,15435200,8,0.00,0
-43.230678,-22.979219,162.1,5.6,100.7,171025,15435700,8,0.00,0
-43.230491,-22.979314,149.0,11.4,120.0,171025,15440200,7,0.00,0
-43.230171,-22.979541,133.5,15.7,121.9,171025,15440800,8,0.00,0
-43.229732,-22.979484,116.1,18.2,64.3,171025,15441300,8,0.00,0
-43.229316,-22.979333,107.3,18.5,67.4,171025,15441800,8,0.00,0
-43.228836,-22.979185,96.5,18.3,72.6,171025,15442400,8,0.00,0
-43.228534,-22.979078,86.0,12.2,64.1,171025,15442900,8,0.00,0
-43.228340,-22.979011,78.4,6.9,71.7,171025,15443500,9,0.00,0
-43.228256,-22.978971,72.8,4.8,73.6,171025,15444000,8,0.00,0
-43.228179,-22.978914,68.2,3.4,59.6,171025,15444500,9,0.00,0
-43.228202,-22.978900,63.6,0.1,59.6,171025,15445100,9,0.00,0
-43.228202,-22.978897,63.6,0.0,59.6,171025,15445600,8,0.00,0
-43.228191,-22.978885,64.3,0.6,59.6,171025,15450100,8,0.00,0
-43.228176,-22.978883,65.0,0.0,59.6,171025,15450700,8,0.00,0
-43.228092,-22.978887,67.3,6.9,83.7,171025,15451200,8,0.00,0
-43.227771,-22.978893,61.7,12.7,77.2,171025,15451700,8,0.00,0
-43.227405,-22.978807,55.8,17.0,76.6,171025,15452300,8,0.00,0
-43.227016,-22.978696,51.5,19.4,74.3,171025,15452800,8,0.00,0
-43.226673,-22.978597,44.6,13.8,75.0,171025,15453300,8,0.00,0
-43.226287,-22.978519,37.4,16.9,76.5,171025,15453900,8,0.00,0
-43.225902,-22.978469,36.4,16.1,84.3,171025,15454400,8,0.00,0
-43.225551,-22.978435,40.7,12.6,81.9,171025,15455000,8,0.00,0
-43.225162,-22.978357,37.1,23.7,74.1,171025,15455500,8,0.00,0
-43.224693,-22.978254,41.0,20.1,76.9,171025,15460000,9,0.00,0
-43.224136,-22.978153,39.7,22.7,79.2,171025,15460600,9,0.00,0
-43.223728,-22.978094,43.6,13.4,81.1,171025,15461100,9,0.00,0
-43.223506,-22.978143,44.9,12.5,144.1,171025,15461600,9,0.00,0
-43.223426,-22.978538,46.9,14.8,159.9,171025,15462200,9,0.00,0
-43.223415,-22.978696,52.2,4.1,183.2,171025,15462700,9,0.00,0
-43.223430,-22.978784,58.7,4.9,188.3,171025,15463200,9,0.00,0
-43.223522,-22.978870,57.4,4.4,222.1,171025,15463800,9,0.00,0
-43.223564,-22.978860,57.4,0.0,239.3,171025,15464300,9,0.00,0
-43.223564,-22.978858,61.0,0.0,239.3,171025,15464800,9,0.00,0
-43.223556,-22.978853,60.7,0.0,239.3,171025,15465400,9,0.00,0
-43.223720,-22.978874,58.4,7.8,260.6,171025,15465900,9,0.00,0
-43.223857,-22.978899,62.0,0.7,229.3,171025,15470500,9,0.00,0
-43.223873,-22.978895,64.3,0.2,316.0,171025,15471000,9,0.00,0
-43.223937,-22.978902,67.3,4.0,263.1,171025,15471500,8,0.00,0
-43.224071,-22.978914,71.5,4.8,267.6,171025,15472100,9,0.00,0
-43.224155,-22.978900,75.1,2.6,280.7,171025,15472600,9,0.00,0
-43.224189,-22.978895,77.4,0.2,305.4,171025,15473100,9,0.00,0
-43.224193,-22.978893,77.1,0.5,76.9,171025,15473700,9,0.00,0
-43.224201,-22.978887,76.4,0.5,229.6,171025,15474200,9,0.00,0
-43.224205,-22.978883,76.4,0.1,309.6,171025,15474700,9,0.00,0
-43.224224,-22.978887,75.1,0.8,277.8,171025,15475300,9,0.00,0
-43.224246,-22.978868,75.8,0.9,286.3,171025,15475800,9,0.00,0
-43.224243,-22.978870,76.1,0.5,286.3,171025,15480300,9,0.00,0
-43.224216,-22.978883,77.4,0.6,61.2,171025,15480900,9,0.00,0
-43.224208,-22.978891,77.8,0.4,61.2,171025,15481400,9,0.00,0
-43.224185,-22.978891,78.1,0.3,79.8,171025,15482000,9,0.00,0
-43.224189,-22.978887,79.1,0.2,79.8,171025,15482500,9,0.00,0
-43.224189,-22.978887,79.7,0.6,79.8,171025,15483000,9,0.00,0
-43.224201,-22.978860,77.4,0.4,325.0,171025,15483600,9,0.00,0
-43.224205,-22.978843,76.1,0.9,272.7,171025,15484100,9,0.00,0
-43.224208,-22.978847,75.1,0.3,272.7,171025,15484600,9,0.00,0
-43.224212,-22.978851,75.8,3.7,324.5,171025,15485200,9,0.00,0
-43.224277,-22.978757,78.1,9.7,323.1,171025,15485700,9,0.00,0
-43.224388,-22.978626,78.1,6.2,326.0,171025,15490200,9,0.00,0
-43.224433,-22.978563,79.1,0.1,329.9,171025,15490800,9,0.00,0
-43.224430,-22.978563,79.7,0.0,329.9,171025,15491300,9,0.00,0
-43.224430,-22.978557,80.4,0.1,329.9,171025,15491800,9,0.00,0
-43.224426,-22.978542,81.0,0.0,329.9,171025,15492400,9,0.00,0
-43.224445,-22.978525,74.1,0.1,329.9,171025,15492900,9,0.00,0
-43.224441,-22.978511,70.5,0.0,329.9,171025,15493500,9,0.00,0
-43.224441,-22.978507,70.5,0.0,329.9,171025,15494000,9,0.00,0
-43.224441,-22.978504,70.5,0.0,329.9,171025,15494500,9,0.00,0
-43.224437,-22.978502,70.2,0.4,329.9,171025,15495100,9,0.00,0
-43.224437,-22.978494,70.5,0.1,329.9,171025,15495600,9,0.00,0
-43.224441,-22.978496,70.5,0.1,329.9,171025,15500100,9,0.00,0
-43.224441,-22.978494,70.2,0.2,329.9,171025,15500700,9,0.00,0
-43.224441,-22.978496,70.2,0.4,329.9,171025,15501200,9,0.00,0
-43.224449,-22.978492,70.2,0.4,329.9,171025,15501700,9,0.00,0
-43.224456,-22.978488,69.9,0.5,329.9,171025,15502300,9,0.00,0
-43.224468,-22.978488,69.9,0.1,329.9,171025,15502800,9,0.00,0
-43.224468,-22.978487,69.9,0.3,329.9,171025,15503300,9,0.00,0
-43.224464,-22.978487,69.9,0.2,329.9,171025,15503900,9,0.00,0
-43.224460,-22.978488,69.6,0.1,329.9,171025,15504400,9,0.00,0
-43.224456,-22.978485,69.9,0.1,329.9,171025,15505000,8,0.00,0
-43.224456,-22.978487,69.9,0.2,329.9,171025,15505500,9,0.00,0
-43.224452,-22.978490,69.9,0.7,329.9,171025,15510000,8,0.00,0
-43.224544,-22.978319,69.9,11.4,337.9,171025,15510600,7,0.00,0
-43.224647,-22.978097,69.6,10.6,341.1,171025,15511100,8,0.00,0
-43.224693,-22.977949,70.2,6.6,338.3,171025,15511600,7,0.00,0
-43.224746,-22.977767,71.5,10.4,347.4,171025,15512200,7,0.00,0
-43.224830,-22.977458,74.1,17.1,346.5,171025,15512700,7,0.00,0
