longitude,latitude,altitude,speed,course,date,time,satellites,temperatura,umidade
-43.206939,-22.962858,219.2,0.0,0.0,130225,19065300,4,0.00,0
-43.206638,-22.962680,-328.1,1.4,307.0,130225,19065800,4,28.00,59
-43.206893,-22.962732,-34.4,15.8,249.0,130225,19070300,4,27.60,58
-43.207138,-22.962810,153.2,0.2,272.9,130225,19070900,4,27.60,58
-43.207191,-22.962854,315.9,0.1,272.9,130225,19071400,4,27.60,58
-43.206954,-22.962654,-419.0,12.6,259.2,130225,19071900,4,27.60,58
-43.207374,-22.962730,-334.3,15.1,261.3,130225,19072500,4,27.60,58
-43.207775,-22.962785,-273.0,16.2,265.3,130225,19073000,4,27.60,58
-43.208187,-22.962848,-201.4,15.0,263.9,130225,19073500,4,27.60,58
-43.208461,-22.962881,-148.0,7.2,271.5,130225,19074100,4,27.60,58
-43.208473,-22.962911,-96.1,0.0,293.5,130225,19074600,4,27.60,58
-43.208427,-22.962907,-122.0,0.0,293.5,130225,19075200,4,27.60,58
-43.208408,-22.962944,-83.3,0.0,293.5,130225,19075700,4,27.60,58
-43.208473,-22.962985,25.6,0.0,293.5,130225,19080200,5,27.60,58
-43.208477,-22.962991,26.2,0.0,293.5,130225,19080800,5,27.60,58
-43.208492,-22.962991,24.6,0.1,293.5,130225,19081300,4,27.60,58
-43.208492,-22.962989,24.6,0.0,293.5,130225,19081800,4,27.60,58
-43.208496,-22.962991,24.6,0.2,293.5,130225,19082400,4,27.60,58
-43.208507,-22.962993,24.9,1.2,293.5,130225,19082900,6,27.60,58
-43.208518,-22.962995,24.9,0.2,293.5,130225,19083400,6,27.60,58
-43.208522,-22.962991,24.9,0.2,293.5,130225,19084000,6,27.60,58
-43.208538,-22.962991,24.9,0.3,293.5,130225,19084500,6,27.60,58
-43.208545,-22.962991,24.9,1.2,293.5,130225,19085000,6,27.60,58
-43.208644,-22.962995,23.0,4.7,262.1,130225,19085600,6,27.60,58
-43.208728,-22.963045,22.3,1.3,187.5,130225,19090100,6,27.60,58
-43.208732,-22.963060,22.3,0.3,186.1,130225,19090700,6,27.60,58
-43.208728,-22.963062,22.0,0.1,186.1,130225,19091200,6,27.60,58
-43.208724,-22.963064,22.0,0.4,186.1,130225,19091700,5,27.60,58
-43.208717,-22.963062,22.0,0.4,186.1,130225,19092300,6,27.70,58
-43.208709,-22.963064,22.0,0.4,186.1,130225,19092800,6,27.80,58
-43.208702,-22.963060,22.0,0.1,186.1,130225,19093300,7,27.90,58
-43.208705,-22.963064,22.0,1.1,173.6,130225,19093900,7,28.00,57
-43.208465,-22.963104,20.0,18.3,83.1,130225,19094400,7,28.00,57
-43.207935,-22.963066,19.7,26.5,82.9,130225,19094900,7,28.00,57
-43.207225,-22.962997,19.4,27.3,83.5,130225,19095500,7,28.00,57
-43.206649,-22.962934,18.7,24.3,82.8,130225,19100000,7,28.00,57
-43.206146,-22.962863,18.0,21.7,82.0,130225,19100500,7,28.00,57
-43.205776,-22.962812,18.7,6.6,68.9,130225,19101100,6,28.00,57
-43.205699,-22.962823,18.0,9.4,74.5,130225,19101600,6,28.00,57
-43.205314,-22.962770,15.1,17.1,83.2,130225,19102200,6,28.00,57
-43.204948,-22.962810,13.5,12.0,104.5,130225,19102700,6,28.00,57
-43.204807,-22.962825,-33.5,0.1,98.9,130225,19103200,6,28.00,57
-43.204807,-22.962779,-63.3,0.1,98.9,130225,19103800,6,28.00,56
-43.204753,-22.962766,-92.8,6.7,106.1,130225,19104300,6,28.00,56
-43.204544,-22.962799,-81.7,8.1,92.5,130225,19104800,6,28.00,56
-43.204490,-22.962833,-52.8,0.3,78.2,130225,19105400,7,28.00,56
-43.204479,-22.962844,-50.5,1.5,90.7,130225,19105900,6,28.00,56
-43.204441,-22.962905,-8.5,5.0,74.8,130225,19110400,7,28.00,56
-43.204292,-22.962860,2.3,6.0,56.9,130225,19111000,7,28.00,56
-43.204193,-22.962774,2.6,4.1,48.1,130225,19111500,7,28.00,56
-43.204113,-22.962686,-1.6,4.9,35.7,130225,19112000,7,28.00,56
-43.204059,-22.962587,-1.3,3.3,28.6,130225,19112600,7,28.00,56
-43.204048,-22.962514,0.3,3.2,9.3,130225,19113100,7,28.00,56
-43.204032,-22.962434,-0.7,3.0,350.5,130225,19113700,7,28.00,56
-43.204032,-22.962339,1.0,7.5,359.7,130225,19114200,7,28.00,55
-43.204010,-22.962240,7.9,5.1,11.4,130225,19114700,7,28.00,55
-43.203983,-22.962102,9.8,7.2,6.1,130225,19115300,7,28.00,55
-43.203983,-22.961856,-3.3,12.1,356.2,130225,19115800,7,28.00,55
-43.204010,-22.961584,4.6,8.2,355.9,130225,19120300,7,28.00,55
-43.204044,-22.961244,12.5,16.5,351.3,130225,19120900,7,28.00,55
-43.204078,-22.960863,26.9,20.1,352.3,130225,19121400,7,28.00,55
-43.204132,-22.960449,29.9,21.6,351.4,130225,19121900,7,28.00,55
-43.204231,-22.959854,34.1,26.2,352.0,130225,19122500,7,28.00,55
-43.204296,-22.959260,26.6,30.1,353.7,130225,19123000,7,28.00,55
-43.204338,-22.958616,15.7,30.9,355.3,130225,19123500,7,28.00,54
-43.204429,-22.957866,9.2,30.8,353.8,130225,19124100,7,28.00,54
-43.204467,-22.957225,-3.3,31.2,355.8,130225,19124600,6,28.00,54
-43.204536,-22.956558,-8.5,32.0,355.1,130225,19125200,2,28.00,54
-43.202308,-22.940114,140.7,32.0,355.1,130225,19155200,5,28.00,54
-43.202304,-22.939836,77.4,5.9,351.0,130225,19155700,6,28.00,54
-43.202316,-22.939817,97.8,0.1,351.0,130225,19160200,7,27.60,53
-43.202346,-22.939733,106.0,8.8,342.6,130225,19160800,7,27.60,53
-43.202442,-22.939510,101.4,12.5,341.7,130225,19161300,7,27.60,53
-43.202556,-22.939250,97.8,14.1,338.5,130225,19161800,6,27.60,53
-43.202701,-22.938917,91.9,14.3,356.1,130225,19162400,6,27.60,53
-43.202491,-22.938709,88.6,17.6,78.1,130225,19162900,6,27.60,53
-43.202167,-22.938945,86.6,20.3,154.3,130225,19163400,6,27.60,53
-43.202163,-22.939439,91.2,14.5,200.6,130225,19164000,6,27.60,53
-43.202266,-22.939613,92.8,6.9,205.3,130225,19164500,6,27.60,53
-43.202331,-22.939743,93.8,7.2,194.7,130225,19165000,6,27.60,53
-43.202110,-22.939888,99.7,16.3,96.8,130225,19165600,6,27.60,53
-43.201671,-22.939922,96.1,21.2,95.9,130225,19170100,6,27.60,53
-43.201076,-22.939981,94.2,24.5,98.1,130225,19170700,6,27.60,53
-43.200542,-22.940105,90.2,25.6,105.2,130225,19171200,6,27.60,53
-43.200008,-22.940229,86.0,24.6,106.0,130225,19171700,5,27.60,53
-43.199356,-22.940229,80.7,22.8,82.9,130225,19172300,5,27.60,53
-43.198966,-22.940208,81.7,17.4,97.5,130225,19172800,5,27.60,53
-43.198589,-22.940317,77.8,12.7,108.9,130225,19173400,6,27.60,53
-43.198249,-22.940433,75.1,18.8,113.0,130225,19173900,6,27.60,52
-43.197803,-22.940563,74.8,20.2,106.8,130225,19174400,6,27.60,52
-43.197330,-22.940664,74.5,18.6,89.9,130225,19175000,6,27.60,52
-43.196979,-22.940526,71.5,16.9,60.5,130225,19175500,6,27.60,52
-43.196678,-22.940258,63.0,18.3,52.4,130225,19180000,6,27.60,52
-43.196319,-22.939979,56.8,16.6,53.3,130225,19180600,6,27.60,52
-43.196166,-22.939781,51.5,8.9,23.0,130225,19181100,6,27.60,52
-43.196105,-22.939559,51.5,9.3,8.2,130225,19181700,6,27.60,52
-43.196063,-22.939378,51.2,9.7,15.7,130225,19182200,6,27.60,52
-43.196014,-22.939140,48.6,13.9,10.7,130225,19182700,6,27.60,52
-43.195911,-22.938760,44.3,16.9,16.1,130225,19183300,5,27.60,52
-43.195781,-22.938428,37.4,17.7,24.4,130225,19183800,6,27.60,52
-43.195461,-22.938205,33.5,19.2,70.0,130225,19184300,6,27.60,52
-43.194946,-22.938249,28.9,18.4,106.0,130225,19184900,6,27.60,52
-43.194652,-22.938404,23.0,9.4,120.3,130225,19185400,6,27.60,52
-43.194614,-22.938404,17.4,0.0,116.3,130225,19185900,6,27.60,52
-43.194606,-22.938381,14.8,0.0,116.3,130225,19190500,5,27.60,52
-43.194606,-22.938383,13.5,0.0,116.3,130225,19191000,5,27.60,52
-43.194606,-22.938381,13.1,0.0,116.3,130225,19191500,5,27.60,52
-43.194564,-22.938390,13.5,5.9,109.0,130225,19192100,5,27.60,52
-43.194355,-22.938486,12.1,10.8,117.0,130225,19192600,6,27.60,52
-43.193981,-22.938631,16.4,13.0,109.7,130225,19193200,6,27.60,52
-43.193737,-22.938722,17.7,9.9,111.9,130225,19193700,6,27.60,52
-43.193496,-22.938701,16.7,12.0,86.9,130225,19194200,6,27.60,52
-43.192993,-22.938640,19.4,21.5,83.5,130225,19194800,6,27.60,52
-43.192543,-22.938547,19.0,18.9,79.6,130225,19195300,6,27.60,52
-43.192161,-22.938486,20.7,15.3,82.5,130225,19195800,6,27.60,52
-43.191761,-22.938425,25.9,12.6,80.8,130225,19200400,6,27.60,52
-43.191585,-22.938501,26.9,10.0,162.9,130225,19200900,6,27.60,51
-43.191600,-22.938913,30.8,18.8,182.9,130225,19201500,7,27.60,51
-43.191619,-22.939319,28.9,19.4,180.7,130225,19202000,7,27.60,51
-43.191627,-22.939729,23.6,19.4,184.9,130225,19202500,6,27.60,51
-43.191638,-22.940258,24.6,18.1,181.5,130225,19203100,6,27.60,51
-43.191726,-22.940601,25.3,15.3,184.6,130225,19203600,7,27.60,51
-43.191688,-22.940958,31.5,12.4,170.3,130225,19204200,7,27.50,51
