SUPERS,CODIGO,TURMA,CR,DISCIPLINA,2,3,4,5,6,INICIO,FINAL,SALA,VAGAS,PROFESSORES1,H1,PROFESSORES2,H2,PROFESSORES3,H3,PROFESSORES4,H4,PROFESSORES5,H 5,PROFESSORES6,H6,PROFESSORES7,H7,PROFESSORES8,H8,PROFESSORES9,H9,PROFESSORES10,H10,PERIODO
Luiza Marcier,DSG1824,1AC,2,TEORIA DO OBJETO,FALSE,FALSE,FALSE,FALSE,TRUE,11,13,VIRTUAL,22 ART,,,,,,,,,,,,,,,,,,,,,5o
Luiza Marcier,DSG1824,1AD,2,TEORIA DO OBJETO,FALSE,FALSE,FALSE,FALSE,TRUE,11,13,VIRTUAL,22 ART,,,,,,,,,,,,,,,,,,,,,5o
Luiza Marcier,DSG1825,1AA,2,HISTÓRIA DA ARTE,FALSE,FALSE,FALSE,FALSE,TRUE,9,11,VIRTUAL,22 ART,,,,,,,,,,,,,,,,,,,,,5o
Luiza Marcier,DSG1825,1AB,2,HISTÓRIA DA ARTE,FALSE,FALSE,FALSE,FALSE,TRUE,9,11,VIRTUAL,22 ART,,,,,,,,,,,,,,,,,,,,,5o
Luiza Marcier,DSG1825,1AC,2,HISTÓRIA DA ARTE,FALSE,FALSE,FALSE,FALSE,TRUE,11,13,VIRTUAL,22 ART,JORGE LANGONE,,,,,,,,,,,,,,,,,,,,5o
Luiza Marcier,DSG1825,1AD,2,HISTÓRIA DA ARTE,FALSE,FALSE,FALSE,FALSE,TRUE,11,13,VIRTUAL,22 ART,LUIZA MARIA INTERLENGHI,,,,,,,,,,,,,,,,,,,,5o
Eliane Garcia,DSG1826,1AA,2,QUESTÕES EM ÊNFASE,FALSE,TRUE,FALSE,FALSE,FALSE,9,11,SALA,20 ART,,,,,,,,,,,,,,,,,,,,,6o
Eliane Garcia,DSG1826,1AB,2,QUESTÕES EM ÊNFASE,FALSE,TRUE,FALSE,FALSE,FALSE,9,11,SALA,20 ART,,,,,,,,,,,,,,,,,,,,,6o
,DSG1831/DSG1302,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,
Luiza Marcier,DSG1832,1AA,2,HISTÓRIA DA INDUMENTÁRIA,TRUE,FALSE,FALSE,FALSE,FALSE,9,11,SALA,22 ART,,,,,,,,,,,,,,,,,,,,,Optativas de Historia da Arte e do Design
Izabel Oliveira,DSG1841,1AA,4,LINGUAGEM E COMUNICAÇÃO NO DESIGN,TRUE,FALSE,TRUE,FALSE,FALSE,15,17,L422,18 CAL,EVELYN GRUMACH,4,,,,,,,,,,,,,,,,,,,1o 
Izabel Oliveira,DSG1841,1AB,4,LINGUAGEM E COMUNICAÇÃO NO DESIGN,TRUE,FALSE,TRUE,FALSE,FALSE,13,15,SALA,18 CAL,SUZANA VALLADARES FONSECA,,,,,,,,,,,,,,,,,,,,1o 
Izabel Oliveira,DSG1841,1AC,4,LINGUAGEM E COMUNICAÇÃO NO DESIGN,TRUE,FALSE,TRUE,FALSE,FALSE,13,15,F100,18 CAL,JULIETA COSTA SOBRAL,4,,,,,,,,,,,,,,,,,,,1o 
Izabel Oliveira,DSG1841,1AD,4,LINGUAGEM E COMUNICAÇÃO NO DESIGN,TRUE,FALSE,TRUE,FALSE,FALSE,13,15,L232,18 CAL,ROMULO MIYAZAWA MATTEONI,4,,,,,,,,,,,,,,,,,,,1o 
Izabel Oliveira,DSG1841,1AE,4,LINGUAGEM E COMUNICAÇÃO NO DESIGN,TRUE,FALSE,TRUE,FALSE,FALSE,17,19,SALA,18 CAL,HORISTA A CONTRATAR,4,,,,,,,,,,,,,,,,,,,1o 
Izabel Oliveira,DSG1841,1AF,4,LINGUAGEM E COMUNICAÇÃO NO DESIGN,TRUE,FALSE,TRUE,FALSE,FALSE,17,19,SALA,18 CAL,HORISTA A CONTRATAR,4,,,,,,,,,,,,,,,,,,,1o 
Izabel Oliveira,DSG1841,1AG,4,LINGUAGEM E COMUNICAÇÃO NO DESIGN,TRUE,FALSE,TRUE,FALSE,FALSE,13,15,SALA,18 CAL,HORISTA A CONTRATAR,4,,,,,,,,,,,,,,,,,,,1o 
João Bonelli,DSG1842,1AA,4,IMAGEM FOTOGRÁFICA E IMAGEM AUDIOVISUAL,TRUE,FALSE,TRUE,FALSE,FALSE,11,13,F100,18 CAL,ALEXANDRE CANTINI REZENDE,2,FLAVIO MARQUES DE CARVALHO JUNIOR,2,,,,,,,,,,,,,,,,,1o 
João Bonelli,DSG1842,1AB,4,IMAGEM FOTOGRÁFICA E IMAGEM AUDIOVISUAL,TRUE,FALSE,TRUE,FALSE,FALSE,11,13,K15,18 CAL,ELIANE GARCIA PEREIRA,2,LUIZ EDUARDO DUTRA COELHO DA ROCHA,2,,,,,,,,,,,,,,,,,1o 
João Bonelli,DSG1842,1AC,4,IMAGEM FOTOGRÁFICA E IMAGEM AUDIOVISUAL,FALSE,TRUE,FALSE,TRUE,FALSE,11,13,F100,18 CAL,HORISTA A CONTRATAR,2,HORISTA A CONTRATAR,2,,,,,,,,,,,,,,,,,1o 
João Bonelli,DSG1842,1AD,4,IMAGEM FOTOGRÁFICA E IMAGEM AUDIOVISUAL,FALSE,TRUE,FALSE,TRUE,FALSE,11,13,K15,18 CAL,HORISTA A CONTRATAR,2,HORISTA A CONTRATAR,2,,,,,,,,,,,,,,,,,1o 
João Bonelli,DSG1842,1AE,4,IMAGEM FOTOGRÁFICA E IMAGEM AUDIOVISUAL,TRUE,FALSE,TRUE,FALSE,FALSE,13,15,F100,18 CAL,LUIZ EDUARDO DUTRA COELHO DA ROCHA,2,FLAVIO MARQUES DE CARVALHO JUNIOR,2,,,,,,,,,,,,,,,,,1o 
João Bonelli,DSG1842,1AF,4,IMAGEM FOTOGRÁFICA E IMAGEM AUDIOVISUAL,TRUE,FALSE,TRUE,FALSE,FALSE,13,15,K15,18 CAL,HORISTA A CONTRATAR,2,HORISTA A CONTRATAR,2,,,,,,,,,,,,,,,,,1o 
João Bonelli,DSG1842,1AG,4,IMAGEM FOTOGRÁFICA E IMAGEM AUDIOVISUAL,TRUE,FALSE,TRUE,FALSE,FALSE,15,17,F100,18 CAL,FLAVIO MARQUES DE CARVALHO JUNIOR,2,ALEXANDRE CANTINI REZENDE,2,,,,,,,,,,,,,,,,,1o 
João Bonelli,DSG1842,1AH,4,IMAGEM FOTOGRÁFICA E IMAGEM AUDIOVISUAL,TRUE,FALSE,TRUE,FALSE,FALSE,15,17,K15,20 ART,HORISTA A CONTRATAR,2,HORISTA A CONTRATAR,2,,,,,,,,,,,,,,,,,1o 
Izabel Oliveira,DSG1843,1AA,2,LINGUAGEM GRÁFICA ,FALSE,FALSE,FALSE,TRUE,FALSE,11,13,L532,18 CAL,HORISTA A CONTRATAR,2,,,,,,,,,,,,,,,,,,,1o 
Izabel Oliveira,DSG1843,1AB,2,LINGUAGEM GRÁFICA ,FALSE,FALSE,FALSE,TRUE,FALSE,11,13,L232,18 CAL,HORISTA A CONTRATAR,2,,,,,,,,,,,,,,,,,,,1o 
Izabel Oliveira,DSG1843,1AC,2,LINGUAGEM GRÁFICA ,FALSE,FALSE,TRUE,FALSE,FALSE,11,13,L260,18 CAL,PRISCILA ANDRADE SILVA,2,,,,,,,,,,,,,,,,,,,1o 
Izabel Oliveira,DSG1843,1AD,2,LINGUAGEM GRÁFICA ,FALSE,FALSE,TRUE,FALSE,FALSE,11,13,L658,18 CAL,HORISTA A CONTRATAR,2,,,,,,,,,,,,,,,,,,,1o 
Izabel Oliveira,DSG1843,1AE,2,LINGUAGEM GRÁFICA ,FALSE,FALSE,FALSE,TRUE,FALSE,17,19,SALA,18 CAL,JOSE AUGUSTO BRANDAO ESTELLITA LINS,2,,,,,,,,,,,,,,,,,,,1o 
Izabel Oliveira,DSG1843,1AF,2,LINGUAGEM GRÁFICA ,FALSE,FALSE,FALSE,TRUE,FALSE,17,19,SALA,18 CAL,NATHALIA CHEHAB DE SA CAVALCANTE,2,,,,,,,,,,,,,,,,,,,1o 
Izabel Oliveira,DSG1843,1AG,2,LINGUAGEM GRÁFICA ,FALSE,FALSE,FALSE,TRUE,FALSE,17,19,SALA,18 CAL,ANDRE LUIS FERREIRA BELTRAO,2,,,,,,,,,,,,,,,,,,,1o 
João Bonelli,DSG1844,1AA,2,DESENHO DE OBSERVAÇÃO,FALSE,TRUE,FALSE,FALSE,FALSE,11,13,SALA,18 CAL,EDUARDO ROCHA DE OLIVEIRA FILHO,2,,,,,,,,,,,,,,,,,,,1o 
João Bonelli,DSG1844,1AB,2,DESENHO DE OBSERVAÇÃO,FALSE,TRUE,FALSE,FALSE,FALSE,15,17,SALA,18 CAL,HORISTA A CONTRATAR,,,,,,,,,,,,,,,,,,,,1o 
João Bonelli,DSG1844,1AC,2,DESENHO DE OBSERVAÇÃO,FALSE,TRUE,FALSE,FALSE,FALSE,15,17,SALA,18 CAL,LUCIANA BARBOSA DE SOUSA,2,,,,,,,,,,,,,,,,,,,1o 
João Bonelli,DSG1844,1AD,2,DESENHO DE OBSERVAÇÃO,TRUE,FALSE,FALSE,FALSE,FALSE,11,13,SALA,18 CAL,NATHALIA CHEHAB DE SA CAVALCANTE,2,,,,,,,,,,,,,,,,,,,1o 
João Bonelli,DSG1844,1AE,2,DESENHO DE OBSERVAÇÃO,FALSE,TRUE,FALSE,FALSE,FALSE,15,17,SALA,18 CAL,CARLOS ANDRE LAMEIRAO CORTES,2,,,,,,,,,,,,,,,,,,,1o 
João Bonelli,DSG1844,1AF,2,DESENHO DE OBSERVAÇÃO,FALSE,TRUE,FALSE,FALSE,FALSE,15,17,SALA,18 CAL,HORISTA A CONTRATAR,2,,,,,,,,,,,,,,,,,,,1o 
João Bonelli,DSG1844,1AG,2,DESENHO DE OBSERVAÇÃO,FALSE,TRUE,FALSE,FALSE,FALSE,17,19,SALA,18 CAL,CARLOS ANDRE LAMEIRAO CORTES,2,,,,,,,,,,,,,,,,,,,1o 
Izabel Oliveira,DSG1845,1AA,3,"LINGUAGEM, COMUNICAÇÃO E DISCURSO NO DESIGN I",FALSE,FALSE,FALSE,FALSE,FALSE,__,__,SALA,,,,,,,,,,,,,,,,,,,,,,2o
Izabel Oliveira,DSG1846,1AA,2,GEOMETRIA NO DESIGN,FALSE,FALSE,FALSE,FALSE,FALSE,__,__,SALA,,,,,,,,,,,,,,,,,,,,,,2o
João Bonelli,DSG1847,1AA,4,DESENHO DE CONCEPÇÃO,FALSE,FALSE,FALSE,FALSE,FALSE,__,__,SALA,,,,,,,,,,,,,,,,,,,,,,2o
Izabel Oliveira,DSG1848,1AA,3,PLÁSTICA,FALSE,FALSE,FALSE,FALSE,FALSE,__,__,SALA,,,,,,,,,,,,,,,,,,,,,,2o
Izabel Oliveira,DSG1849,1AA,4,O CORPO HUMANO COMO QUESTÃO EM DESIGN,FALSE,FALSE,FALSE,FALSE,FALSE,__,__,SALA,,,,,,,,,,,,,,,,,,,,,,3o
Izabel Oliveira,DSG1850,1AA,2,"LINGUAGEM, COMUNICAÇÃO E DISCURSO NO DESIGN II",FALSE,FALSE,FALSE,FALSE,FALSE,__,__,SALA,,,,,,,,,,,,,,,,,,,,,,3o
Izabel Oliveira,DSG1851,1AA,2,GEOMETRIA DESCRITIVA,FALSE,FALSE,FALSE,FALSE,FALSE,__,__,SALA,,,,,,,,,,,,,,,,,,,,,,3o
Izabel Oliveira,DSG1852,1AA,2,FUNDAMENTOS EM ERGODESIGN,FALSE,FALSE,TRUE,FALSE,FALSE,9,11,SALA,20 ART,,,,,,,,,,,,,,,,,,,,,4o
Izabel Oliveira,DSG1852,1AB,2,FUNDAMENTOS EM ERGODESIGN,FALSE,FALSE,TRUE,FALSE,FALSE,9,11,SALA,20 ART,,,,,,,,,,,,,,,,,,,,,4o
Izabel Oliveira,DSG1853,1AA,2,DESENHO TÉCNICO,FALSE,TRUE,FALSE,FALSE,FALSE,11,13,SALA,13 ART,,,,,,,,,,,,,,,,,,,,,4o
Izabel Oliveira,DSG1853,1AB,2,DESENHO TÉCNICO,FALSE,TRUE,FALSE,FALSE,FALSE,11,13,SALA,13 ART,,,,,,,,,,,,,,,,,,,,,4o
Izabel Oliveira,DSG1853,1AC,2,DESENHO TÉCNICO,FALSE,FALSE,FALSE,TRUE,FALSE,11,13,SALA,13 ART,,,,,,,,,,,,,,,,,,,,,4o
Izabel Oliveira,DSG1853,1AD,2,DESENHO TÉCNICO,FALSE,FALSE,TRUE,FALSE,FALSE,13,15,SALA,13 ART,ALESSANDRA CARUSI MACHADO,,,,,,,,,,,,,,,,,,,,4o
Izabel Oliveira,DSG1854,1AA,4,LINGUAGEM E ESTRUTURAS,TRUE,FALSE,TRUE,FALSE,FALSE,7,9,L260,20 ART,,,,,,,,,,,,,,,,,,,,,4o
Izabel Oliveira,DSG1854,1AB,4,LINGUAGEM E ESTRUTURAS,TRUE,FALSE,TRUE,FALSE,FALSE,7,9,SALA,20 ART,,,,,,,,,,,,,,,,,,,,,4o
Izabel Oliveira,DSG1855,1AA,3,"LINGUAGEM, COMUNICAÇÃO E DISCURSO NO DESIGN III",FALSE,TRUE,FALSE,FALSE,FALSE,9,12,ART4,22 ART,RIAN OLIVEIRA REZENDE,,,,,,,,,,,,,,,,,,,,5o
Izabel Oliveira,DSG1855,1AB,3,"LINGUAGEM, COMUNICAÇÃO E DISCURSO NO DESIGN III",FALSE,TRUE,FALSE,FALSE,FALSE,9,12,ART5,22 ART,MARIA CLAUDIA BOLSHAW GOMES,,,,,,,,,,,,,,,,,,,,5o
Izabel Oliveira,DSG1855,1AC,3,"LINGUAGEM, COMUNICAÇÃO E DISCURSO NO DESIGN III",FALSE,TRUE,FALSE,FALSE,FALSE,9,12,SALA,22 ART,,,,,,,,,,,,,,,,,,,,,5o
Izabel Oliveira,DSG1855,1AD,3,"LINGUAGEM, COMUNICAÇÃO E DISCURSO NO DESIGN III",FALSE,TRUE,FALSE,FALSE,FALSE,9,12,SALA,22 ART,,,,,,,,,,,,,,,,,,,,,5o
Izabel Oliveira,DSG1856,1AA,2,BIONICA,FALSE,TRUE,FALSE,FALSE,FALSE,7,9,ART5,22 ART,JOAO VICTOR AZEVEDO DE MENEZES CORREIA DE MELO,,,,,,,,,,,,,,,,,,,,5o
Izabel Oliveira,DSG1856,1AB,2,BIONICA,FALSE,TRUE,FALSE,FALSE,FALSE,7,9,SALA,22 ART,,,,,,,,,,,,,,,,,,,,,
Izabel Oliveira,DSG1856,1AC,2,BIONICA,FALSE,FALSE,FALSE,TRUE,FALSE,7,9,L260,22 ART,EVELYN GRUMACH,,,,,,,,,,,,,,,,,,,,
Izabel Oliveira,DSG1856,1AD,2,BIONICA,FALSE,FALSE,FALSE,TRUE,FALSE,7,9,SALA,22 ART,,,,,,,,,,,,,,,,,,,,,
Izabel Oliveira,DSG1857,1AA,2,ERGODESIGN,FALSE,FALSE,TRUE,FALSE,FALSE,7,9,ART3,17 ART,ISABELA CANELLAS DA MOTTA,,,,,,,,,,,,,,,,,,,,6o
Izabel Oliveira,DSG1857,1AB,2,ERGODESIGN,FALSE,FALSE,TRUE,FALSE,FALSE,9,11,L120,17 ART,CLAUDIA STAMATO,,,,,,,,,,,,,,,,,,,,6o
Izabel Oliveira,DSG1857,1AC,2,ERGODESIGN,FALSE,FALSE,TRUE,FALSE,FALSE,11,13,L232,17 ART,CLAUDIA MARIA MONTEIRO VIANNA,,,,,,,,,,,,,,,,,,,,6o
João Bonelli,DSG1861,1AA,2,PRÁTICAS EXPERIMENTAIS I,FALSE,FALSE,FALSE,FALSE,FALSE,__,__,SALA,,,,,,,,,,,,,,,,,,,,,,3o
João Bonelli,DSG1862,1AA,2,PRÁTICAS EXPERIMENTAIS II,FALSE,TRUE,FALSE,FALSE,FALSE,7,9,K15,20 ART,,,,,,,,,,,,,,,,,,,,,4o
João Bonelli,DSG1862,1AB,2,PRÁTICAS EXPERIMENTAIS II,FALSE,FALSE,FALSE,TRUE,FALSE,7,9,K15,20 ART,,,,,,,,,,,,,,,,,,,,,4o
João Bonelli,DSG1863,1AA,4,PRÁTICAS EXPERIMENTAIS III,TRUE,FALSE,TRUE,FALSE,FALSE,7,9,K15,18 ART,LUIZ TORRES LUDWIG,,,,,,,,,,,,,,,,,,,,5o
João Bonelli,DSG1863,1AB,4,PRÁTICAS EXPERIMENTAIS III,TRUE,FALSE,TRUE,FALSE,FALSE,7,9,LIFE,18 ART,JOAO DE SA BONELLI,,,,,,,,,,,,,,,,,,,,5o
João Bonelli,DSG1863,1AC,4,PRÁTICAS EXPERIMENTAIS III,TRUE,FALSE,TRUE,FALSE,FALSE,7,9,F100,18 ART,LUIZA FERRO COSTA MARCIER,,,,,,,,,,,,,,,,,,,,5o
João Bonelli,DSG1863,1AD,4,PRÁTICAS EXPERIMENTAIS III,TRUE,FALSE,TRUE,FALSE,FALSE,7,9,LAIA,18 ART,,,,,,,,,,,,,,,,,,,,,5o
João Bonelli,DSG1863,1AE,4,PRÁTICAS EXPERIMENTAIS III,TRUE,FALSE,TRUE,FALSE,FALSE,7,9,SALA,18 ART,,,,,,,,,,,,,,,,,,,,,5o
João Bonelli,DSG1864,1AA,4,PRÁTICAS EXPERIMENTAIS IV,FALSE,FALSE,FALSE,FALSE,FALSE,__,__,SALA,,,,,,,,,,,,,,,,,,,,,,Optativas de Praticas Experimentais
João Bonelli,DSG1865,1AA,4,PRÁTICAS EXPERIMENTAIS V,FALSE,FALSE,FALSE,FALSE,FALSE,__,__,SALA,,,,,,,,,,,,,,,,,,,,,,Optativas de Praticas Experimentais
João Bonelli,DSG1866,1AA,2,PRÁTICAS EXPERIMENTAIS VI,FALSE,FALSE,FALSE,TRUE,FALSE,9,11,K15,20 ART,HELENA CAVALCANTI DE ALBUQUERQUE,,,,,,,,,,,,,,,,,,,,Optativas de Praticas Experimentais
João Bonelli,DSG1867,1AA,2,PRÁTICAS EXPERIMENTAIS VII,FALSE,FALSE,FALSE,TRUE,FALSE,9,11,LABMET,20 ART,MARIA ELOISA DE JESUS CONCEIÇÃO,,,,,,,,,,,,,,,,,,,,Optativas de Praticas Experimentais
Eliane Garcia,DSG1900,1AA,4,PROJETO INTERDISCIPLINAR DE ÊNFASE,TRUE,FALSE,FALSE,FALSE,FALSE,7,11,L422,18 ART,LUIS VICENTE BARROS CARDOSO DE MELO,4,,,,,,,,,,,,,,,,,,,OPTATIVA DE OFICINA DE ENFASE
Eliane Garcia,DSG1900,1AB,4,PROJETO INTERDISCIPLINAR DE ÊNFASE,TRUE,FALSE,FALSE,FALSE,FALSE,7,11,L422,20 ART,PRISCILA ANDRADE SILVA,4,,,,,,,,,,,,,,,,,,,OPTATIVA DE OFICINA DE ENFASE
Eliane Garcia,DSG1900,1AC,4,PROJETO INTERDISCIPLINAR DE ÊNFASE,TRUE,FALSE,FALSE,FALSE,FALSE,7,11,SALA,18 ART,NATHALIA CHEHAB DE SA CAVALCANTE,4,,,,,,,,,,,,,,,,,,,OPTATIVA DE OFICINA DE ENFASE
Eliane Garcia,DSG1900,1AD,4,PROJETO INTERDISCIPLINAR DE ÊNFASE,TRUE,FALSE,FALSE,FALSE,FALSE,7,11,SALA,20 ART,FLAVIO MARQUES DE CARVALHO JUNIOR,4,,,,,,,,,,,,,,,,,,,OPTATIVA DE OFICINA DE ENFASE
Eliane Garcia,DSG1901,1AA,2,ESTÁGIO,TRUE,FALSE,FALSE,FALSE,FALSE,11,13,L260,25 ART,LEONARDO CARDARELLI LEITE,,,,,,,,,,,,,,,,,,,,7o
Eliane Garcia,DSG1901,1AB,2,ESTÁGIO,TRUE,FALSE,FALSE,FALSE,FALSE,11,13,SALA,25 ART,MONICA SABOIA SADDI,,,,,,,,,,,,,,,,,,,,7o
Eliane Garcia,DSG1901,1AC,2,ESTÁGIO,TRUE,FALSE,FALSE,FALSE,FALSE,11,13,SALA,25 ART,HORISTA A CONTRATAR,,,,,,,,,,,,,,,,,,,,7o
Eliane Garcia,DSG1901,1AD,2,ESTÁGIO,FALSE,FALSE,TRUE,FALSE,FALSE,11,13,SALA,25 ART,MONICA SABOIA SADDI,,,,,,,,,,,,,,,,,,,,7o
Eliane Garcia,DSG1901,1AD,2,ESTÁGIO,FALSE,FALSE,FALSE,FALSE,TRUE,7,9,L422,25 ART,GILBERTO MENDES CORREIA JUNIOR,,,,,,,,,,,,,,,,,,,,7o
Eliane Garcia,DSG1902,1AA,2,DOCUMENTAÇÃO DE PROJETO PARA TCC EM DESIGN,FALSE,FALSE,TRUE,FALSE,FALSE,7,9,VIRTUAL,18 ART,IZABEL MARIA DE OLIVEIRA,2,,,,,,,,,,,,,,,,,,,7o
Eliane Garcia,DSG1902,1AB,2,DOCUMENTAÇÃO DE PROJETO PARA TCC EM DESIGN,FALSE,FALSE,TRUE,FALSE,FALSE,7,9,VIRTUAL,18 ART,MARIA JULIA MORAES PINTO NUNES,2,,,,,,,,,,,,,,,,,,,7o
Eliane Garcia,DSG1902,1AC,2,DOCUMENTAÇÃO DE PROJETO PARA TCC EM DESIGN,FALSE,FALSE,TRUE,FALSE,FALSE,7,9,VIRTUAL,18 ART,VERA LUCIA MOREIRA DOS SANTOS NOJIMA,2,,,,,,,,,,,,,,,,,,,7o
Eliane Garcia,DSG1902,1AD,2,DOCUMENTAÇÃO DE PROJETO PARA TCC EM DESIGN,FALSE,FALSE,TRUE,FALSE,FALSE,7,9,VIRTUAL,18 ART,HORISTA A CONTRATAR,,,,,,,,,,,,,,,,,,,,7o
Eliane Garcia,DSG1902,1AE,2,DOCUMENTAÇÃO DE PROJETO PARA TCC EM DESIGN,FALSE,FALSE,TRUE,FALSE,FALSE,7,9,VIRTUAL,18 ART,HORISTA A CONTRATAR,,,,,,,,,,,,,,,,,,,,7o
Izabel Oliveira,DSG1910,1AA,3,ANTEPROJETO FINAL COMUN/ARTE,FALSE,FALSE,TRUE,FALSE,FALSE,9,12,VIRTUAL,12 ART,RITA MARIA DE SOUZA COUTO,,,,,,,,,,,,,,,,,,,,7o
Izabel Oliveira,DSG1910,1AB,3,ANTEPROJETO FINAL COMUN/ARTE,FALSE,FALSE,TRUE,FALSE,FALSE,9,12,VIRTUAL,12 ART,ROBERTA PORTAS GONCALVES RODRIGUES,,,,,,,,,,,,,,,,,,,,7o
Izabel Oliveira,DSG1910,1AC,3,ANTEPROJETO FINAL COMUN/ARTE,FALSE,FALSE,TRUE,FALSE,FALSE,9,12,VIRTUAL,12 ART,CARLOS EDUARDO FELIX DA COSTA,,,,,,,,,,,,,,,,,,,,7o
Izabel Oliveira,DSG1911,1AA,3,ANTEPROJETO FINAL CORPO E MODA,FALSE,FALSE,TRUE,FALSE,FALSE,9,12,VIRTUAL,12 ART,NILTON GONCALVES GAMBA JUNIOR,,,,,,,,,,,,,,,,,,,,7o
Felipe Rangel,DSG1912,1AA,3,ANTEPROJETO FINAL ESTRA-GESTAO,FALSE,FALSE,TRUE,FALSE,FALSE,9,12,VIRTUAL,12 ART,,,,,,,,,,,,,,,,,,,,,7o
João Bonelli,DSG1913,1AA,3,ANTEPROJETO FINAL EXP/DIGITAL,FALSE,FALSE,TRUE,FALSE,FALSE,9,12,VIRTUAL,12 ART,CLAUDIA RENATA MONT ALVAO BASTOS RODRIGUES,,,,,,,,,,,,,,,,,,,,7o
Claudia Kayat,DSG1914,1AA,3,ANTEPROJETO FINAL PROD INOVACA,FALSE,FALSE,TRUE,FALSE,FALSE,9,12,VIRTUAL,12 ART,VERA MARIA MARSICANO DAMAZIO,,,,,,,,,,,,,,,,,,,,7o
Daniel Malaguti,DSG1915,1AA,3,ANTEPROJETO FINAL SUSTENTABILI,FALSE,FALSE,TRUE,FALSE,FALSE,9,12,VIRTUAL,12 ART,,,,,,,,,,,,,,,,,,,,,7o
Izabel Oliveira,DSG1920,1AA,8,PROJ FINAL COMUNICACAO E ARTE,TRUE,FALSE,TRUE,FALSE,FALSE,9,13,SALA,10 ART,IZABEL MARIA DE OLIVEIRA,4,,,,,,,,,,,,,,,,,,,8o
Isabel Moreira,DSG1921,1AA,8,PROJETO FINAL CORPO E MODA,FALSE,FALSE,FALSE,FALSE,FALSE,__,__,SALA,0,,,,,,,,,,,,,,,,,,,,,8o
Felipe Rangel,DSG1922,1AA,8,PROJ FINAL ESTRATEGIA E GESTAO,FALSE,FALSE,FALSE,FALSE,FALSE,__,__,SALA,0,,,,,,,,,,,,,,,,,,,,,8o
João Bonelli,DSG1923,1AA,8,PROJ FINAL EXPERIENCIA DIGITA,TRUE,FALSE,TRUE,FALSE,FALSE,9,13,SALA,3 ART,JOAO DE SA BONELLI,4,MARIA DAS GRACAS DE ALMEIDA CHAGAS,2,MARCELO FERNANDES PEREIRA,2,,,,,,,,,,,,,,,8o
Claudia Kayat,DSG1924,1AA,8,PROJ FINAL PRODUTO INOVACAO,TRUE,FALSE,TRUE,FALSE,FALSE,9,13,SALA,2 ART,CLAUDIA HABIB KAYAT,4,,,,,,,,,,,,,,,,,,,8o
Daniel Malaguti,DSG1925,1AA,8,PROJ FINAL SUSTENT AMBIENTAL,FALSE,FALSE,FALSE,FALSE,FALSE,__,__,SALA,0,,,,,,,,,,,,,,,,,,,,,8o
Eliane Garcia,DSG1930,1AA,4,MATERIAIS E PROCESSO CIRCULAR,FALSE,FALSE,FALSE,FALSE,FALSE,__,__,SALA,,,,,,,,,,,,,,,,,,,,,,OPTATIVA GERAL DE ENFASE
Eliane Garcia,DSG1931,1AA,4,EMPREENDEDORISMO EM DESIGN,FALSE,FALSE,FALSE,FALSE,FALSE,__,__,SALA,,,,,,,,,,,,,,,,,,,,,,OPTATIVA GERAL DE ENFASE
Eliane Garcia,DSG1932,1AA,4,PROSPECCAO-ESCASSEZ-INCERTEZA,FALSE,FALSE,FALSE,FALSE,FALSE,__,__,SALA,,,,,,,,,,,,,,,,,,,,,,OPTATIVA GERAL DE ENFASE
Daniel Malaguti,DSG1933,1AA,2,DESIGN PERSPECTIVA DECOLONIAL,FALSE,FALSE,FALSE,FALSE,FALSE,__,__,SALA,,,,,,,,,,,,,,,,,,,,,,OPTATIVA GERAL DE ENFASE
Claudia Kayat,DSG1934,1AA,2,DSG E IDENTIDADE SOCIOCULTURAL,FALSE,FALSE,FALSE,FALSE,FALSE,__,__,SALA,,,,,,,,,,,,,,,,,,,,,,OPTATIVA GERAL DE ENFASE
Daniel Malaguti,DSG1935,1AA,4,SUSTEN:HUMANA-SOCIAL-AMBIENTAL,FALSE,FALSE,FALSE,FALSE,FALSE,__,__,SALA,,,,,,,,,,,,,,,,,,,,,,OPTATIVA GERAL DE ENFASE
Daniel Malaguti,DSG1936,1AA,4,DIVERSIDADE-DESIGN INCLUSIVO,FALSE,FALSE,FALSE,FALSE,FALSE,__,__,SALA,,,,,,,,,,,,,,,,,,,,,,OPTATIVA GERAL DE ENFASE
Daniel Malaguti,DSG1937,1AA,2,ECODESIGN,FALSE,FALSE,FALSE,FALSE,FALSE,__,__,SALA,,,,,,,,,,,,,,,,,,,,,,OPTATIVA GERAL DE ENFASE
Daniel Malaguti,DSG1938,1AA,2,TECNOLOGIA ASSISTIVA,FALSE,FALSE,FALSE,FALSE,FALSE,__,__,SALA,,,,,,,,,,,,,,,,,,,,,,OPTATIVA GERAL DE ENFASE
Daniel Malaguti,DSG1939,1AA,2,CONCEPCAO PROJETO SUSTENTAVEL,FALSE,FALSE,FALSE,FALSE,FALSE,__,__,SALA,,,,,,,,,,,,,,,,,,,,,,OPTATIVA GERAL DE ENFASE
João Bonelli,DSG1940,1AA,4,CONECTIV. E SIST INTELIGENTES,FALSE,FALSE,FALSE,FALSE,FALSE,__,__,SALA,,,,,,,,,,,,,,,,,,,,,,OPTATIVA GERAL DE ENFASE
